epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,106.93,1.42909,3.05089,1.2841,0.00725,0.93458,0.58929,0.28242,1.57039,3.29754,1.41977,0.00106471,0.00106471,0.0810647
