"car_id","timestamp","province","city"
"000296635f69235776b63d06401b3bbd",2025-09-26 17:43:57.744000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-26 17:45:02.272000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-26 17:45:22.544000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-26 17:52:05.008000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-26 18:04:29.862000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-26 18:16:21.054000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-26 18:17:39.544000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-26 18:29:40.168000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-26 18:30:15.145000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-26 22:30:18.319000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 02:30:21.221000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 06:30:24.692000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 07:39:08.414000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 07:48:45.181000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 07:49:19.841000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 07:52:01.965000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 07:55:07.819000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:02:56.814000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:03:20.329000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:18:10.891000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:24:05.274000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:29:04.812000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:29:25.055000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:29:48.792000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:31:58.882000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:33:59.663000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 08:43:31.940000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:09:30.244000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:38:17.373000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:38:41.159000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:44:56.292000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:53:40,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:54:03.098000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:54:56.866000000,کردستان,
